"order_id";"user_id";"r_id";"amount";"date";"partner_id";"delivery_time";"delivery_rating";"restaurant_rating"
1238;252;1;476;"2022-07-24";3;42;4;"3"
1239;454;5;337;"2022-06-07";2;42;5;""
1240;186;5;749;"2022-05-15";3;28;5;"5"
1241;960;5;576;"2022-05-02";3;35;4;"2"
1242;961;4;486;"2022-05-11";2;29;3;"1"
1243;395;5;828;"2022-07-13";3;30;1;""
1244;449;5;380;"2022-06-29";3;25;5;"5"
1245;67;4;890;"2022-07-07";5;44;2;"5"
1246;526;1;218;"2022-05-03";5;29;1;""
1247;315;2;827;"2022-05-15";2;53;3;"5"
1248;878;3;744;"2022-05-27";2;26;3;""
1249;81;5;370;"2022-06-29";3;38;1;""
1250;120;2;155;"2022-05-20";1;42;5;"1"
1251;845;1;339;"2022-07-05";5;31;1;"2"
1252;500;4;779;"2022-07-26";3;31;3;"3"
1253;508;5;891;"2022-07-26";1;30;3;"5"
1254;292;1;375;"2022-05-29";4;46;2;"5"
1255;456;3;532;"2022-07-01";5;52;2;"1"
1256;43;1;869;"2022-06-13";4;17;2;"4"
1257;633;2;429;"2022-07-29";5;46;4;""
1258;887;5;160;"2022-05-24";2;40;5;"3"
1259;696;5;539;"2022-07-02";5;53;2;""
1260;699;1;273;"2022-06-26";4;33;1;""
1261;898;3;700;"2022-05-02";5;57;4;"1"
1262;530;4;519;"2022-06-13";1;41;5;"1"
1263;292;2;718;"2022-06-23";5;39;1;"3"
1264;449;5;812;"2022-06-27";4;41;5;"3"
1265;670;3;918;"2022-05-03";2;18;4;"2"
1266;847;1;506;"2022-06-27";5;31;2;""
1267;712;2;495;"2022-05-20";4;29;1;"2"
1268;853;1;432;"2022-05-20";1;39;4;"1"
1269;680;5;403;"2022-07-27";5;43;3;"3"
1270;756;1;792;"2022-07-27";3;31;3;"4"
1271;677;3;927;"2022-06-29";2;57;3;"1"
1272;648;5;719;"2022-07-09";4;25;1;"2"
1273;260;3;600;"2022-06-07";2;42;5;"5"
1274;112;1;722;"2022-06-19";3;30;5;"4"
1275;280;2;904;"2022-06-28";3;19;2;"4"
1276;702;3;561;"2022-05-01";3;28;1;"4"
1277;7;5;675;"2022-06-13";3;47;2;"2"
1278;972;5;450;"2022-05-28";2;18;1;"3"
1279;870;4;205;"2022-05-13";3;18;5;""
1280;155;2;184;"2022-05-29";3;25;5;"5"
1281;172;2;911;"2022-07-19";3;16;4;"4"
1282;138;2;400;"2022-06-17";4;58;4;"1"
1283;372;3;374;"2022-07-27";5;17;2;"5"
1284;413;2;601;"2022-07-06";1;52;1;"4"
1285;664;2;648;"2022-05-14";5;53;4;""
1286;442;4;678;"2022-07-22";3;24;2;"4"
1287;484;3;882;"2022-05-15";1;48;3;"2"
1288;817;1;219;"2022-05-10";2;20;4;"2"
1289;707;4;737;"2022-06-02";3;55;4;"2"
1290;718;4;685;"2022-05-05";2;18;4;""
1291;661;5;500;"2022-06-18";2;26;1;"3"
1292;440;5;585;"2022-07-12";2;39;3;""
1293;829;5;811;"2022-06-19";2;43;3;"5"
1294;20;2;227;"2022-07-11";4;59;5;"2"
1295;603;1;151;"2022-06-16";4;35;3;""
1296;197;3;273;"2022-05-12";1;37;5;"3"
1297;453;5;371;"2022-06-24";1;19;5;"4"
1298;972;4;775;"2022-07-02";1;34;5;""
1299;112;1;197;"2022-05-06";1;32;3;"2"
1300;302;3;347;"2022-07-24";5;17;2;"1"
1301;279;2;704;"2022-06-19";4;45;2;"5"
1302;447;2;271;"2022-07-17";5;48;1;"1"
1303;383;2;514;"2022-05-29";2;20;5;"2"
1304;534;3;188;"2022-06-28";1;43;4;""
1305;929;3;582;"2022-05-28";5;45;4;""
1306;970;2;640;"2022-05-14";5;22;1;"5"
1307;907;5;884;"2022-07-12";2;58;5;""
1308;204;5;155;"2022-05-24";2;47;4;""
1309;766;2;662;"2022-05-04";2;25;2;"1"
1310;468;2;691;"2022-07-06";4;19;3;""
1311;285;5;164;"2022-05-16";4;35;5;""
1312;126;1;317;"2022-07-02";5;20;1;""
1313;419;4;158;"2022-05-09";3;54;1;"1"
1314;875;1;671;"2022-05-09";3;29;5;""
1315;297;2;662;"2022-05-26";3;45;5;"5"
1316;196;3;323;"2022-06-06";2;42;5;"4"
1317;488;3;339;"2022-06-20";1;54;1;"2"
1318;225;1;931;"2022-06-14";3;25;3;"5"
1319;852;3;281;"2022-05-18";3;47;1;"3"
1320;20;4;204;"2022-06-11";1;22;3;"3"
1321;490;5;393;"2022-06-29";2;55;2;""
1322;601;3;238;"2022-07-12";4;16;1;"1"
1323;728;2;528;"2022-06-03";3;17;5;"5"
1324;463;5;237;"2022-07-16";5;16;3;""
1325;834;1;164;"2022-07-10";5;53;4;""
1326;356;3;292;"2022-06-19";1;29;1;""
1327;713;1;422;"2022-06-07";1;15;5;"2"
1328;781;5;282;"2022-05-12";1;25;5;"3"
1329;97;1;474;"2022-06-24";5;30;2;""
1330;154;2;701;"2022-07-08";4;29;3;"5"
1331;67;3;892;"2022-06-02";1;18;2;"1"
1332;145;2;886;"2022-07-11";2;43;3;"4"
1333;510;4;152;"2022-07-20";3;48;2;"1"
1334;281;2;815;"2022-05-15";2;57;5;"4"
1335;317;3;885;"2022-07-18";4;37;3;"4"
1336;137;3;194;"2022-07-11";5;48;2;""
1337;755;3;835;"2022-05-02";3;34;4;"4"
1338;63;5;729;"2022-06-30";1;58;2;"1"
1339;746;1;635;"2022-06-17";5;39;2;"3"
1340;734;1;898;"2022-06-23";1;18;5;""
1341;973;3;666;"2022-07-02";3;37;5;"1"
1342;422;4;337;"2022-05-07";4;18;2;"1"
1343;314;3;404;"2022-05-22";2;31;2;""
1344;616;5;585;"2022-05-08";4;47;2;""
1345;967;2;893;"2022-06-19";5;22;5;""
1346;17;3;896;"2022-07-18";3;28;4;"4"
1347;985;5;756;"2022-07-26";3;51;3;"2"
1348;47;3;611;"2022-05-24";3;58;1;""
1349;737;3;358;"2022-07-13";2;22;5;"5"
1350;274;4;292;"2022-06-13";5;18;4;""
1351;714;1;510;"2022-07-20";1;16;4;"4"
1352;420;1;813;"2022-05-09";5;42;1;"1"
1353;860;5;216;"2022-06-25";5;30;2;"2"
1354;727;4;863;"2022-06-25";2;20;3;"5"
1355;40;3;220;"2022-05-11";2;25;1;"3"
1356;51;4;171;"2022-05-21";1;43;5;"5"
1357;651;3;685;"2022-07-09";5;16;3;"2"
1358;109;4;733;"2022-07-13";5;59;2;"5"
1359;350;1;711;"2022-05-06";2;52;3;"5"
1360;155;2;356;"2022-05-23";3;48;2;"1"
1361;457;1;187;"2022-07-28";4;56;2;"2"
1362;963;5;585;"2022-05-06";4;22;5;"1"
1363;200;4;378;"2022-05-09";4;53;3;"2"
1364;127;4;728;"2022-07-07";4;48;5;"2"
1365;583;4;243;"2022-05-25";5;20;4;"5"
1366;382;1;491;"2022-07-11";4;58;5;"3"
1367;468;4;931;"2022-07-17";2;23;5;"5"
1368;310;5;767;"2022-05-04";5;25;3;"1"
1369;915;1;856;"2022-05-04";3;42;3;"5"
1370;244;3;505;"2022-07-22";2;38;5;"5"
1371;170;2;250;"2022-06-28";5;28;5;""
1372;202;5;878;"2022-07-15";3;54;5;""
1373;769;3;170;"2022-07-05";3;44;3;"3"
1374;34;4;236;"2022-06-25";4;56;2;"3"
1375;37;3;545;"2022-07-21";1;42;5;"3"
1376;883;1;365;"2022-07-11";1;35;5;"5"
1377;551;1;498;"2022-05-12";2;25;1;"4"
1378;931;3;389;"2022-05-22";2;53;2;""
1379;498;1;503;"2022-06-28";5;44;3;"1"
1380;195;4;941;"2022-07-12";1;50;5;"5"
1381;934;4;621;"2022-07-22";5;27;5;""
1382;565;3;800;"2022-06-20";2;21;4;"2"
1383;649;2;688;"2022-06-05";5;42;1;""
1384;802;4;622;"2022-06-20";1;34;1;""
1385;662;4;702;"2022-05-23";1;20;1;"5"
1386;892;4;573;"2022-07-05";1;58;4;"3"
1387;405;3;170;"2022-07-10";5;54;5;"1"
1388;967;3;723;"2022-05-02";5;40;1;"2"
1389;764;4;888;"2022-07-01";4;28;3;"2"
1390;466;3;925;"2022-06-08";2;51;3;"2"
1391;204;2;505;"2022-06-22";4;27;3;"2"
1392;471;2;869;"2022-07-04";5;22;2;"2"
1393;333;3;787;"2022-05-28";1;50;3;"5"
1394;358;2;312;"2022-05-23";4;34;2;""
1395;624;5;389;"2022-07-29";1;35;5;"3"
1396;421;2;570;"2022-06-20";2;31;2;""
1397;845;5;799;"2022-06-10";5;49;2;"3"
1398;780;2;286;"2022-07-25";2;29;5;"5"
1399;2;3;478;"2022-06-24";4;20;2;"4"
1400;210;4;772;"2022-07-16";5;56;5;""
1401;194;5;177;"2022-06-06";5;31;1;"4"
1402;693;1;429;"2022-06-14";3;41;4;"2"
1403;215;2;283;"2022-07-07";2;56;5;"5"
1404;746;4;576;"2022-06-06";3;53;1;"3"
1405;557;3;328;"2022-06-04";2;59;2;"5"
1406;594;3;360;"2022-05-09";4;17;2;"4"
1407;476;2;305;"2022-07-29";3;15;5;"3"
1408;798;4;447;"2022-06-24";5;45;4;"4"
1409;515;3;676;"2022-07-27";5;38;5;""
1410;888;1;467;"2022-07-25";3;55;5;"5"
1411;171;1;847;"2022-05-12";1;50;5;"5"
1412;120;4;220;"2022-06-03";3;53;3;"1"
1413;925;1;325;"2022-06-14";5;45;5;"1"
1414;213;5;200;"2022-06-14";2;58;5;"4"
1415;659;2;377;"2022-06-30";3;34;4;"2"
1416;202;3;473;"2022-07-13";5;56;1;"2"
1417;285;5;320;"2022-06-26";3;42;3;""
1418;617;5;500;"2022-06-25";4;15;4;"3"
1419;86;1;857;"2022-05-31";1;22;4;""
1420;25;1;273;"2022-06-26";4;42;5;"3"
1421;646;5;652;"2022-06-06";1;32;3;"2"
1422;835;3;617;"2022-06-30";3;57;5;"1"
1423;879;2;879;"2022-06-27";3;26;1;"2"
1424;930;3;278;"2022-05-04";4;31;4;"1"
1425;219;4;281;"2022-06-17";1;25;4;"3"
1426;771;1;182;"2022-07-29";5;26;4;"2"
1427;511;5;748;"2022-05-16";4;38;5;"5"
1428;120;5;203;"2022-07-01";2;59;2;"1"
1429;23;4;820;"2022-07-16";4;18;2;"3"
1430;291;4;900;"2022-06-06";2;51;3;"3"
1431;244;5;789;"2022-05-25";5;20;4;"4"
1432;3;1;853;"2022-07-17";4;51;1;"1"
1433;334;3;815;"2022-06-11";4;42;4;"3"
1434;973;2;942;"2022-07-12";1;58;3;"1"
1435;855;5;519;"2022-07-20";1;50;4;"3"
1436;830;4;748;"2022-07-11";4;31;3;"2"
1437;684;4;853;"2022-05-04";3;45;4;"1"
1438;772;2;570;"2022-06-17";1;45;2;""
1439;816;4;530;"2022-05-03";4;34;1;"1"
1440;188;3;934;"2022-06-04";5;42;2;"5"
1441;302;5;922;"2022-07-21";4;34;2;""
1442;695;1;669;"2022-07-12";1;16;5;"3"
1443;7;3;238;"2022-05-25";1;32;5;""
1444;972;3;703;"2022-07-20";3;29;3;"4"
1445;153;3;908;"2022-05-27";4;29;4;"1"
1446;939;3;256;"2022-07-20";1;44;1;"3"
1447;765;2;501;"2022-05-15";3;54;5;""
1448;710;2;937;"2022-05-23";2;51;1;""
1449;236;5;549;"2022-07-27";2;57;4;"4"
1450;437;1;509;"2022-07-11";4;45;3;"2"
1451;722;5;697;"2022-06-16";3;15;3;"3"
1452;989;2;181;"2022-06-23";5;39;1;"5"
1453;69;3;766;"2022-05-07";1;56;3;"3"
1454;271;4;782;"2022-07-11";3;38;5;"4"
1455;998;5;177;"2022-07-08";4;20;3;"2"
1456;712;2;831;"2022-05-06";4;44;1;""
1457;131;3;497;"2022-06-12";1;58;4;""
1458;923;1;159;"2022-06-23";5;53;3;""
1459;777;4;918;"2022-07-14";2;53;3;"1"
1460;901;1;740;"2022-06-08";5;29;5;""
1461;14;5;164;"2022-06-29";2;23;2;"2"
1462;60;1;602;"2022-06-04";2;54;4;"1"
1463;371;4;584;"2022-06-17";5;32;5;"2"
1464;919;3;614;"2022-06-15";4;29;2;"3"
1465;716;2;596;"2022-07-08";1;36;5;""
1466;1000;3;749;"2022-05-09";2;55;4;""
1467;489;5;428;"2022-07-16";2;38;5;""
1468;823;4;333;"2022-07-23";5;58;5;"2"
1469;52;2;592;"2022-07-06";1;17;1;"2"
1470;488;4;542;"2022-05-08";5;33;2;"2"
1471;166;1;327;"2022-07-01";4;43;5;""
1472;106;3;263;"2022-05-21";4;58;4;""
1473;139;1;218;"2022-05-12";2;38;3;"2"
1474;491;4;674;"2022-06-06";1;15;5;"2"
1475;718;4;176;"2022-05-23";1;17;5;"2"
1476;228;3;869;"2022-07-25";1;30;3;"4"
1477;417;2;257;"2022-07-15";5;37;1;"2"
1478;733;4;757;"2022-06-07";5;55;5;""
1479;916;1;697;"2022-05-15";4;31;3;"2"
1480;231;3;400;"2022-06-02";5;30;1;""
1481;264;1;868;"2022-05-07";4;25;1;"1"
1482;577;3;924;"2022-05-20";1;29;5;"5"
1483;728;5;173;"2022-06-25";1;25;1;"5"
1484;908;5;682;"2022-07-02";3;29;1;"4"
1485;686;3;669;"2022-06-26";1;15;3;"1"
1486;573;5;393;"2022-05-10";4;52;2;"5"
1487;625;2;310;"2022-06-02";1;53;4;"2"
1488;646;3;599;"2022-05-28";5;31;2;""
1489;552;4;518;"2022-06-09";4;44;5;"4"
1490;713;2;191;"2022-06-18";3;23;2;"1"
1491;154;2;788;"2022-05-22";4;26;5;"3"
1492;919;5;687;"2022-07-03";3;33;3;"3"
1493;470;5;248;"2022-07-20";1;55;1;"3"
1494;834;3;844;"2022-07-22";5;25;1;""
1495;111;1;655;"2022-06-22";1;30;4;""
1496;988;2;159;"2022-07-18";2;15;1;"2"
1497;695;4;562;"2022-06-07";3;38;5;""
1498;933;2;323;"2022-06-12";4;26;1;"5"
1499;947;2;615;"2022-05-06";3;41;2;"1"
1500;767;3;421;"2022-05-11";3;33;2;"5"
1501;934;5;366;"2022-07-22";4;59;4;"3"
1502;215;3;429;"2022-07-25";4;45;2;""
1503;954;2;214;"2022-05-22";5;17;2;"5"
1504;813;3;316;"2022-06-10";4;52;2;"3"
1505;895;5;310;"2022-05-07";4;40;3;""
1506;25;4;423;"2022-06-29";2;30;5;"1"
1507;202;4;573;"2022-07-09";2;59;1;"4"
1508;205;4;355;"2022-07-26";1;30;4;"1"
1509;712;1;618;"2022-06-14";4;20;3;"1"
1510;673;1;806;"2022-06-24";3;55;5;"3"
1511;165;1;454;"2022-06-04";4;43;5;"1"
1512;376;3;908;"2022-06-14";4;45;3;"5"
1513;887;5;605;"2022-05-28";5;27;5;"2"
1514;836;5;488;"2022-05-15";3;21;1;"1"
1515;861;5;498;"2022-07-08";3;28;5;"1"
1516;52;1;949;"2022-07-21";3;55;5;"4"
1517;846;1;191;"2022-07-21";2;21;4;"3"
1518;730;5;688;"2022-06-10";2;51;2;"1"
1519;737;3;240;"2022-05-16";3;21;1;""
1520;776;5;940;"2022-06-01";4;55;1;"3"
1521;592;3;450;"2022-06-22";5;28;1;"4"
1522;577;4;556;"2022-06-23";3;38;2;"5"
1523;672;5;412;"2022-05-04";1;53;4;"3"
1524;5;2;712;"2022-06-13";2;21;4;"4"
